"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.question","Input.keywords","Answer.keyword1","Answer.keyword2","Answer.utterance","Approve","Reject"
"3W1K7D6QTENL7Y68WP1RSKF2EMDZBZ","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:56 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:56 PDT 2022","","","336KAV9KYUZU1FU07CBZ24YLADHY2O","A1U4SY13TR75PQ","Approved","Wed Jun 22 06:34:16 PDT 2022","Wed Jun 22 06:34:49 PDT 2022","Sat Jun 25 06:34:49 PDT 2022","Wed Jun 22 18:38:43 PDT 2022","","","33","100% (49/49)","100% (49/49)","100% (49/49)","What puts me at risk for recurrent urinary tract infections?","What, puts, risk, recurrent, urinary, tract, infections","urinary","infections","Do you want to know about causes and complications of urinary infections?"
"3FO95NVK6F6BMT1JXUT9W6N39TGRSZ","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:58 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:58 PDT 2022","","","373ERPL3YSFFODCRCW31VVEE74DRT7","A2MM22X0EHEX9G","Approved","Wed Jun 22 08:34:03 PDT 2022","Wed Jun 22 08:34:24 PDT 2022","Sat Jun 25 08:34:24 PDT 2022","Wed Jun 22 18:38:43 PDT 2022","","","21","100% (91/91)","100% (91/91)","100% (91/91)","Are there things that I can do to raise or lower my free T4 level?","Are, things, I, raise, lower, free, T4, level","T4","level","How to change myT4 Levels"
"33KMQD9OGMKFLCXC0DXSWY07L3A77U","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:58 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:58 PDT 2022","","","388U7OUMFB8E84F0EUFRBKC9ASMR0Z","A3EFO2TNG68NE6","Approved","Wed Jun 22 06:52:28 PDT 2022","Wed Jun 22 06:54:04 PDT 2022","Sat Jun 25 06:54:04 PDT 2022","Wed Jun 22 18:39:18 PDT 2022","","","96","100% (8/8)","100% (8/8)","100% (8/8)","If my results are negative, does that mean I don't have increased risk of breast or ovarian cancer?","If, results, negative, mean, I, dont, increased, risk, breast, ovarian, cancer","BREAST","CANCER","DO YOU WANT KNOEW ABOUT BREASTCANCER AND HOW TO RESUCE THIS PROBLEM"
"3JYPJ2TAZLEH6BGIEIPLKC49JLYPFM","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:56 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:56 PDT 2022","","","34HJIJKLP93N0ZEI6F73OKRPCAU4V0","A26ZVE1EMYVLM7","Approved","Wed Jun 22 07:33:56 PDT 2022","Wed Jun 22 07:40:10 PDT 2022","Sat Jun 25 07:40:10 PDT 2022","Wed Jun 22 18:38:43 PDT 2022","","","374","100% (1/1)","100% (1/1)","100% (1/1)","Do some people have an inherited (genetic) risk of abnormal bilirubin levels?","Do, people, inherited, genetic, risk, abnormal, bilirubin, levels","Abnormal Bilirubin","Bilirubin Levels","Do you want to know more about genetic abnormal bilirubin levels?"
"3BJKPTD2RFIC1TEYMUYZ6BJPBCURTO","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:58 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:58 PDT 2022","","","38F71OA9GX3E8SHYC42VSS53A84FMX","A1U4SY13TR75PQ","Approved","Wed Jun 22 08:28:09 PDT 2022","Wed Jun 22 08:28:28 PDT 2022","Sat Jun 25 08:28:28 PDT 2022","Wed Jun 22 18:38:43 PDT 2022","","","19","100% (49/49)","100% (49/49)","100% (49/49)","Do I need to have all three types of AAT testing?","Do, I, need, three, types, AAT, testing","all","AAT","Do you want to know about all types of AAT tests?"
"33TGB4G0MSNWYP0AVT4RVT5DCTFTXM","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:56 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:56 PDT 2022","","","3PQ8K71NH1RIA0R14LQY50ZCJAPAAG","A32UCSRI2VEV76","Approved","Wed Jun 22 07:33:58 PDT 2022","Wed Jun 22 07:34:59 PDT 2022","Sat Jun 25 07:34:59 PDT 2022","Wed Jun 22 18:38:43 PDT 2022","","","61","100% (10/10)","100% (10/10)","100% (10/10)","What are the reasons to test for a specific HLA gene allele?","What, reasons, test, specific, HLA, gene, allele","HLA","allele","why test for specific HLA gene alleles?"
"3IVEC1GSMS5UULJCC65GYEE39CA1JY","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:57 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:57 PDT 2022","","","36W0OB37H0LYLV7NMJGP3FDP5QDZH8","A1H4ZCS0FWMUIG","Approved","Wed Jun 22 07:11:39 PDT 2022","Wed Jun 22 07:14:24 PDT 2022","Sat Jun 25 07:14:24 PDT 2022","Wed Jun 22 18:38:43 PDT 2022","","","165","100% (8/8)","100% (8/8)","100% (8/8)","Will every person with cancer have a CEA test performed?","Will, every, person, cancer, CEA, test, performed","cea","test","cea tests for cancer patients"
"3LB1BGHFM52LYUQK0PQTE7CMEZ9TYS","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:58 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:58 PDT 2022","","","3YDGXNSEO31PPNI5YMWTW67H1CE84K","AIEJT3DNSEJMT","Rejected","Wed Jun 22 06:47:41 PDT 2022","Wed Jun 22 06:48:23 PDT 2022","Sat Jun 25 06:48:23 PDT 2022","","Wed Jun 22 18:38:14 PDT 2022","Thank you for your work. I however reject some of the response since it uses more than two keywords, which violates the requirement (see instructions).","42","84% (38/45)","84% (38/45)","84% (38/45)","In addition to autoantibody tests, what other tests might my healthcare practitioner order?","In, addition, autoantibody, tests, tests, might, healthcare, practitioner, order","autoantibody","autoantibody","test results"
"3CZH926SJFK3B4U3LNDRZW8EGOO4ET","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:58 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:58 PDT 2022","","","3P529IW9K2SU2AZDCS1GSFQEA2XFLC","A2MM22X0EHEX9G","Approved","Wed Jun 22 07:18:19 PDT 2022","Wed Jun 22 07:19:11 PDT 2022","Sat Jun 25 07:19:11 PDT 2022","Wed Jun 22 18:38:43 PDT 2022","","","52","100% (91/91)","100% (91/91)","100% (91/91)","Can the reticulocyte count be done on the same tube of blood as the RBC count or CBC?","Can, reticulocyte, count, done, tube, blood, RBC, count, CBC","reticulocyte","blood","using same blood for reticulocyte, RBC, CBC"
"33Q5P9PUTSS4H3YEAPXM34LKW7DZC6","3D7SO00DFOV7YA2N2KEZ3E0GWPECV5","type keywords and ask a clarification question","You are playing two roles: the search engine user and the search engine assistant. The user types keywords to the search bar; The assistant asks a question to clarify the user's  intention","chat, utterance, data collection","$0.08","Wed Jun 22 06:21:57 PDT 2022","1","BatchId:4766224;OriginalHitTemplateId:928390845;","1800","259200","Sat Jun 25 06:21:57 PDT 2022","","","3GM6G9ZBKR4ORXZZ7O7K9WK41G2MT0","AIEJT3DNSEJMT","Approved","Wed Jun 22 07:51:58 PDT 2022","Wed Jun 22 07:54:34 PDT 2022","Sat Jun 25 07:54:34 PDT 2022","Wed Jun 22 18:38:44 PDT 2022","","","156","84% (38/45)","84% (38/45)","84% (38/45)","Can I have my blood tested for beta amyloid and tau instead of my CSF?","Can, I, blood, tested, beta, amyloid, tau, instead, CSF","blood, tested","blood, tested","what is blood, tested"
