"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.target_question","Input.query_entities","Input.target_clarification_question","Input.candidate1","Input.candidate2","Input.candidate3","Input.candidate4","Input.candidate5","Input.clarification_question","Answer.no.on","Answer.yes.on","Approve","Reject"
"35NNO802BY21DH6VZBIEJKC6Z8ONIY","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","30BXRYBRP84UR02IBWWI4BJ7Q0CHWT","A1XCZSIB9QLS14","Submitted","Tue Jul 05 21:01:43 PDT 2022","Tue Jul 05 21:08:01 PDT 2022","Fri Jul 08 21:08:01 PDT 2022","","","","378","0% (0/0)","0% (0/0)","0% (0/0)","5_5","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about allergi, symptom, and mild?","false","true"
"35NNO802BY21DH6VZBIEJKC6Z8ONIY","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","33NF62TLXN9ZN63RAIG0SD5RGL7KJ5","A2S834OHCORO1W","Submitted","Tue Jul 05 21:01:45 PDT 2022","Tue Jul 05 21:07:53 PDT 2022","Fri Jul 08 21:07:53 PDT 2022","","","","368","0% (0/0)","0% (0/0)","0% (0/0)","5_5","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about allergi, symptom, and mild?","false","true"
"35NNO802BY21DH6VZBIEJKC6Z8ONIY","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3UOUJI6MTHLELMDSL0Z3P9M4TAKUX0","ALYJ0OKFE03PC","Submitted","Tue Jul 05 21:02:10 PDT 2022","Tue Jul 05 21:04:16 PDT 2022","Fri Jul 08 21:04:16 PDT 2022","","","","126","0% (0/0)","0% (0/0)","0% (0/0)","5_5","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about allergi, symptom, and mild?","false","true"
"3R5LWXWHS3ESTKE4BT5KWAQOM96XG0","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3I33IC7ZWJ9T5XWXR6XJZIGE9YRA2T","A1NFY5UYQTZVM2","Submitted","Tue Jul 05 21:01:58 PDT 2022","Tue Jul 05 21:02:15 PDT 2022","Fri Jul 08 21:02:15 PDT 2022","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","5_16","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about possible causes of allergy symptoms?","false","true"
"3R5LWXWHS3ESTKE4BT5KWAQOM96XG0","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3RRCEFRB7QJ8RLGC1YG3N8XIBU84BE","A32JMKV7ZA8J13","Submitted","Tue Jul 05 21:01:09 PDT 2022","Tue Jul 05 21:03:27 PDT 2022","Fri Jul 08 21:03:27 PDT 2022","","","","138","100% (18/18)","100% (18/18)","0% (0/0)","5_16","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about possible causes of allergy symptoms?","false","true"
"3R5LWXWHS3ESTKE4BT5KWAQOM96XG0","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3C8HJ7UOPB1KD98YDGW2VKLLOOEZM9","AHANC1RCYE57G","Submitted","Tue Jul 05 21:01:02 PDT 2022","Tue Jul 05 21:07:19 PDT 2022","Fri Jul 08 21:07:19 PDT 2022","","","","377","0% (0/0)","0% (0/0)","0% (0/0)","5_16","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about possible causes of allergy symptoms?","false","true"
"3YOAVL4CB3N1MZLZHAR4K69W44W4ZI","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3SNLUL3WO8UJLSW37HWFEFRHM19ULD","A2YK4SV70CYF83","Submitted","Tue Jul 05 21:05:14 PDT 2022","Tue Jul 05 21:19:35 PDT 2022","Fri Jul 08 21:19:35 PDT 2022","","","","861","0% (0/0)","0% (0/0)","0% (0/0)","5_28","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about allergy symptoms?","false","true"
"3YOAVL4CB3N1MZLZHAR4K69W44W4ZI","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3S4AW7T80FPK4U2OSB5X1BTNNOM4L1","A3N4HFWUMG9LHE","Submitted","Tue Jul 05 21:01:20 PDT 2022","Tue Jul 05 21:17:50 PDT 2022","Fri Jul 08 21:17:50 PDT 2022","","","","990","0% (0/0)","0% (0/0)","0% (0/0)","5_28","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about allergy symptoms?","false","true"
"3YOAVL4CB3N1MZLZHAR4K69W44W4ZI","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3DQQ64TANKSM4H06U94NDKLYCRQWPH","A8B4WA1QFNUAW","Submitted","Tue Jul 05 21:25:28 PDT 2022","Tue Jul 05 21:26:15 PDT 2022","Fri Jul 08 21:26:15 PDT 2022","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","5_28","My allergy symptoms are generally mild. How serious is this really?","allergi, symptom","Do you want to know about what your allergy symptoms mean","My allergy test was negative, but I continue to have symptoms. What else could it be?","My allergy symptoms are generally mild. How serious is this really?","","","","Do you want to know about allergy symptoms?","false","true"
"3G3AJKPCYOY1H9BULOPL6Z0UYAS4YR","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3CN4LGXD51V44T9NBQUNVJVJW3Q4YT","A1E063VNV4XJ5V","Submitted","Tue Jul 05 21:01:33 PDT 2022","Tue Jul 05 21:02:07 PDT 2022","Fri Jul 08 21:02:07 PDT 2022","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","8_5","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about cancer, colon, and way?","false","true"
"3G3AJKPCYOY1H9BULOPL6Z0UYAS4YR","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","33OOO72IVLSBIBN8UZD660FS9EPCTP","A2NXZIK5NTML18","Submitted","Tue Jul 05 21:01:42 PDT 2022","Tue Jul 05 21:01:53 PDT 2022","Fri Jul 08 21:01:53 PDT 2022","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","8_5","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about cancer, colon, and way?","false","true"
"3G3AJKPCYOY1H9BULOPL6Z0UYAS4YR","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","37UQDCYH612KJMW18D5ARWBZ5OE7V7","AF9BEQLTEIORT","Submitted","Tue Jul 05 21:01:50 PDT 2022","Tue Jul 05 21:06:25 PDT 2022","Fri Jul 08 21:06:25 PDT 2022","","","","275","0% (0/0)","0% (0/0)","0% (0/0)","8_5","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about cancer, colon, and way?","false","true"
"351S7I5UHC2X8SQ1HT3EVLR6CNDNJA","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3UXUOQ9OKI40RYT3XIEEV9XMKEDA79","A2DKPBPIQ04CJ","Submitted","Tue Jul 05 21:01:25 PDT 2022","Tue Jul 05 21:07:17 PDT 2022","Fri Jul 08 21:07:17 PDT 2022","","","","352","0% (0/0)","0% (0/0)","0% (0/0)","8_16","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about other ways of screening for colon cancer?","true","false"
"351S7I5UHC2X8SQ1HT3EVLR6CNDNJA","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3OHYZ19UGGC7C4L2E4VG6VJHA3NOAD","A2TZAXWOB3JMNV","Submitted","Tue Jul 05 21:02:28 PDT 2022","Tue Jul 05 21:03:32 PDT 2022","Fri Jul 08 21:03:32 PDT 2022","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","8_16","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about other ways of screening for colon cancer?","false","true"
"351S7I5UHC2X8SQ1HT3EVLR6CNDNJA","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3AWETUDC96ZYHQI7S1YA3RE47FUZIT","AHANC1RCYE57G","Submitted","Tue Jul 05 21:00:59 PDT 2022","Tue Jul 05 21:05:03 PDT 2022","Fri Jul 08 21:05:03 PDT 2022","","","","244","0% (0/0)","0% (0/0)","0% (0/0)","8_16","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about other ways of screening for colon cancer?","false","true"
"3TX9T2ZCCC7DV14JRGXNFYSNOXUZWY","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","33CID571080ZMYJKSX0ER61H9OR3LG","A10BXXF2ELJDSF","Submitted","Tue Jul 05 21:02:57 PDT 2022","Tue Jul 05 21:08:21 PDT 2022","Fri Jul 08 21:08:21 PDT 2022","","","","324","0% (0/0)","0% (0/0)","0% (0/0)","8_28","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about cancer screening for colon cancer?","false","true"
"3TX9T2ZCCC7DV14JRGXNFYSNOXUZWY","3T2WVEM8ENN8GXDNJQFI3T444G5XW3","Answer yes/no to a clarifying question","You are playing as a patient with a medical concern. Answer 'yes' to a clarifying question if you think the clarifying question matches your concern. Answer 'no' otherwise.","chat, utterance, data collection","$0.02","Tue Jul 05 21:00:13 PDT 2022","3","BatchId:4774924;OriginalHitTemplateId:928390845;","1800","259200","Fri Jul 08 21:00:13 PDT 2022","","","3KOPY89HMC9TR8VKPCO1BROP5ZM3JE","A258PTOZ3D2TQR","Submitted","Tue Jul 05 21:02:58 PDT 2022","Tue Jul 05 21:09:33 PDT 2022","Fri Jul 08 21:09:33 PDT 2022","","","","395","0% (0/0)","0% (0/0)","0% (0/0)","8_28","I was diagnosed with colon cancer and testing was first done on my tumor. Why?","cancer, colon","Do you want to know about colon cancer?","I was diagnosed with colon cancer and testing was first done on my tumor. Why?"," Other than stool tests, are there other ways of screening for colon cancer?"," Other than stool tests, are there other ways to screen for colon cancer?","","","Do you want to know about cancer screening for colon cancer?","false","true"
